W,L,ERA,G,GS,CG,ShO,SV,IP,TBF,H,R,ER,HR,BB,HBP,WP,BK,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,AVG,WHIP,BABIP,LOB%,FIP,E-F,K-BB%,Age,MaxAge,Season,PlayerName,Team,UPID,xMLBAMID,UPURL,teamid,FullTeamName,download_timestamp
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,18.0,27.0,0.66666667,0.0,0.33333333,0.5,0.0,3.0,0.0,1.0,9.077519607543945,-9.077519607543945,-0.16666667,,,2026,Karsen Richard,WICH,sa3060362,,/players/karsen-richard/sa3060362/stats/pitching,299,Wichita State University ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,0.0,4.0,0.0,0.57142857,0.0,0.14285714,0.5,0.33333333,1.0,-0.7395036697387694,0.7395036697387694,0.57142857,20.0,20.0,2026,Riane Ritter,KU,sa3060378,,/players/riane-ritter/sa3060378/stats/pitching,113,University of Kansas ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.2,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,16.200000386238106,0.0,3.0,0.0,0.42857143,0.0,0.0,0.0,0.0,1.0,3.841075611114502,-3.841075611114502,0.42857143,21.0,21.0,2026,Mavrick Rizy,LSU,sa3060384,,/players/mavrick-rizy/sa3060384/stats/pitching,130,Louisiana State University ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.1,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.74999979883433,6.74999979883433,1.0,0.0,0.25,0.25,0.0,0.7499999776482589,0.0,1.0,5.415856529772283,-5.415856529772283,0.0,22.0,22.0,2026,John Rizzo,STBK,sa3060385,,/players/john-rizzo/sa3060385/stats/pitching,253,Stony Brook University ,2026-02-16T17:25:50.682125
1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,6.0,20.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4.5,1.5,3.0,0.0,0.15,0.05,0.10526316,0.5,0.125,1.0,2.95594711303711,-2.95594711303711,0.1,,,2026,Brooks Roberson,LT,sa3060386,,/players/brooks-roberson/sa3060386/stats/pitching,132,Louisiana Tech University ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,18.0,9.0,2.0,0.0,0.5,0.25,0.0,1.0,0.0,1.0,2.841075611114502,-2.841075611114502,0.25,23.0,23.0,2026,Tate Robertson,ALA,sa3060388,,/players/tate-robertson/sa3060388/stats/pitching,4,University of Alabama Tuscaloosa ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.2,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.374999899417165,0.0,1.0,0.0,0.09090909,0.0,0.27272727,1.1249999664723882,0.3,1.0,3.1961786493659012,-3.1961786493659012,0.09090909,,,2026,Peyton Rodgers,UCI,sa3060397,,/players/peyton-rodgers/sa3060397/stats/pitching,274,University of California Irvine ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,12.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,6.0,0.0,2.0,0.0,0.16666667,0.0,0.2,0.6666666666666666,0.25,1.0,5.425609461466472,-5.425609461466472,0.16666667,,,2026,BJ Rodriguez,FRES,sa3060400,,/players/bj-rodriguez/sa3060400/stats/batting,81,California State University Fresno ,2026-02-16T17:25:50.682125
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.2,19.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,9.0,17.35714344832364,3.8571429885163644,4.5,0.0,0.47368421,0.10526316,0.125,0.8571428863369699,0.28571429,1.0,2.1489481132857633,-2.1489481132857633,0.36842105,,,2026,JD Rodriguez,TULN,sa3060407,,/players/jd-rodriguez/sa3060407/stats/pitching,273,Tulane University ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.49999959766866,0.0,0.0,0.0,0.5,0.0,1.4999999552965178,0.0,1.0,9.605134066939357,-9.605134066939357,-0.5,,,2026,Park Roeder,MVSU,sa3060409,,/players/park-roeder/sa3060409/stats/batting,156,Mississippi Valley State University ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.2,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.874999497085824,0.0,5.0,0.0,0.38461538,0.0,0.30769231,1.4999999552965178,0.5,1.0,0.7231610462069482,-0.7231610462069482,0.38461538,,,2026,Preston Rogers,FGCU,sa3060415,,/players/preston-rogers/sa3060415/stats/pitching,79,Florida Gulf Coast University ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,18.0,18.0,1.0,0.0,0.33333333,0.33333333,0.0,2.0,0.0,0.5,8.437298488616943,-8.437298488616943,0.0,,,2026,Jaxson Ross,SBU,sa3060428,,/players/jaxson-ross/sa3060428/stats/batting,243,St. Bonaventure University ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.2,9.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,10.800000257492071,5.4000001287460355,2.0,0.0,0.22222222,0.11111111,0.375,2.4000000572204603,0.5,1.0,3.3864031648635864,-3.3864031648635864,0.11111111,,,2026,Porter Rovin,USD,sa3060438,,/players/porter-rovin/sa3060438/stats/pitching,225,University of San Diego ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.841075611114502,-3.841075611114502,0.0,,,2026,Zach Russell,SC,sa3060452,,/players/zach-russell/sa3060452/stats/pitching,231,University of South Carolina Columbia ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,12.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,3.0,2.0,0.0,0.16666667,0.08333333,0.18181818,1.0,0.22222222,1.0,4.332523218790691,-4.332523218790691,0.08333333,,,2026,Kevin Samonsky,COFC,sa3060467,,/players/kevin-samonsky/sa3060467/stats/batting,51,College of Charleston (South Carolina) ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.636229705810547,-3.636229705810547,0.0,,,2026,Baylor Sandberg,SAC,sa3060475,,/players/baylor-sandberg/sa3060475/stats/pitching,38,California State University Sacramento ,2026-02-16T17:25:50.682125
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,16.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,9.0,1.8,5.0,0.0,0.3125,0.0625,0.06666667,0.4,0.1,1.0,2.5756638526916507,-2.5756638526916507,0.25,20.0,20.0,2026,Will Sanford,ORE,sa3060484,,/players/will-sanford/sa3060484/stats/pitching,200,University of Oregon,2026-02-16T17:25:50.682125
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,22.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,9.0,3.0,3.0,0.0,0.27272727,0.09090909,0.1,0.6666666666666666,0.14285714,0.75,3.8059699058532717,-3.8059699058532717,0.18181818,,,2026,Brady Sasse,TOL,sa3060493,,/players/brady-sasse/sa3060493/stats/pitching,270,University of Toledo ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.25,1.0,6.4372984886169435,-6.4372984886169435,0.0,22.0,22.0,2026,Gilbert Saunders III,SBU,sa3060497,,/players/gilbert-saunders-iii/sa3060497/stats/pitching,243,St. Bonaventure University ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.1,10.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,15.428571954065458,3.8571429885163644,4.0,0.0,0.4,0.1,0.33333333,1.7142857726739398,0.6,1.0,1.8328066368492264,-1.8328066368492264,0.3,21.0,21.0,2026,Jordan Savinon,RUTG,sa3060499,,/players/jordan-savinon/sa3060499/stats/pitching,218,Rutgers State Univ of New Jersey New Brunswick ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,18.0,9.0,2.0,0.0,0.5,0.25,0.0,1.0,0.0,1.0,3.5820567131042482,-3.5820567131042482,0.25,,,2026,Owen Schexnaydre,NICH,sa3060510,,/players/owen-schexnaydre/sa3060510/stats/pitching,173,Nicholls State University ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,18.0,9.0,2.0,0.0,0.66666667,0.33333333,0.0,1.0,0.0,1.0,2.841075611114502,-2.841075611114502,0.33333333,21.0,21.0,2026,Jakob Schulz,VAN,sa3060526,,/players/jakob-schulz/sa3060526/stats/pitching,283,Vanderbilt University ,2026-02-16T17:25:50.682125
2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,8.0,28.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,14.0,15.75,6.75,2.33333333,0.0,0.5,0.21428571,0.0,0.75,0.0,1.0,2.7256638526916506,-2.7256638526916506,0.28571429,22.0,22.0,2026,Cal Scolari,ORE,sa3060534,,/players/cal-scolari/sa3060534/stats/pitching,200,University of Oregon,2026-02-16T17:25:50.682125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,9.0,1.0,0.0,0.25,0.25,0.0,1.0,0.0,1.0,4.505872440338135,-4.505872440338135,0.0,21.0,21.0,2026,Justin Shadek,GT,sa3060551,,/players/justin-shadek/sa3060551/stats/pitching,88,Georgia Institute of Technology ,2026-02-16T17:25:50.682125
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,8.0,0.0,0.4,0.0,0.05,0.16666666666666666,0.08333333,1.0,0.8392057736714689,-0.8392057736714689,0.4,24.0,24.0,2026,Michael Sharman,CLEM,sa3060555,,/players/michael-sharman/sa3060555/stats/pitching,49,Clemson University ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0775196075439455,-4.0775196075439455,0.0,22.0,22.0,2026,Sam Simmons,UTSA,sa3060578,,/players/sam-simmons/sa3060578/stats/pitching,262,University of Texas at San Antonio ,2026-02-16T17:25:50.682125
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.1,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,10.800000257492071,5.4000001287460355,2.0,0.0,0.33333333,0.16666667,0.0,0.6000000143051151,0.0,1.0,3.9820566987991333,-3.9820566987991333,0.16666667,22.0,22.0,2026,Luke Singleton,AMCC,sa3060585,,/players/luke-singleton/sa3060585/stats/pitching,266,Texas A&M University Corpus Christi ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,20.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.8,0.0,1.0,0.0,0.05,0.0,0.26315789,1.0,0.27777778,0.83333333,4.1461786270141605,-4.1461786270141605,0.05,,,2026,Dylan Smith,CSUF,sa3060607,,/players/dylan-smith/sa3060607/stats/pitching,35,California State University Fullerton ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,0.0,0.33333333,0.0,0.0,0.0,0.0,1.0,1.636229705810547,-1.636229705810547,0.33333333,,,2026,Chase Sorlie,SAC,sa3060637,,/players/chase-sorlie/sa3060637/stats/pitching,38,California State University Sacramento ,2026-02-16T17:25:50.682125
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.2,25.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,6.352941354665794,1.5882353386664485,4.0,0.0,0.16,0.04,0.25,1.2352941522961267,0.3,0.85714286,3.093310886765846,-3.093310886765846,0.12,22.0,22.0,2026,Joe Sperry,MINN,sa3060648,,/players/joe-sperry/sa3060648/stats/batting,153,University of Minnesota Twin Cities ,2026-02-16T17:25:50.682125
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.1,10.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.8571429885163644,0.0,0.0,0.0,0.1,0.33333333,1.7142857726739398,0.33333333,1.0,4.546210659766685,-4.546210659766685,-0.1,,,2026,Stefan Stahl,BAY,sa3060650,,/players/stefan-stahl/sa3060650/stats/pitching,21,Baylor University ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,0.0,0.33333333,0.0,0.0,0.0,0.0,1.0,2.5820567131042482,-2.5820567131042482,0.33333333,,,2026,Hayden Stallings,LAM,sa3060651,,/players/hayden-stallings/sa3060651/stats/pitching,119,Lamar University ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,15.0,3.0,5.0,0.0,0.45454545,0.09090909,0.1,0.6666666666666666,0.2,1.0,1.172539107004802,-1.172539107004802,0.36363636,20.0,20.0,2026,Max Stammel,UVA,sa3060652,,/players/max-stammel/sa3060652/stats/pitching,285,University of Virginia ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,9.0,1.0,0.0,0.25,0.25,0.0,1.0,0.0,1.0,5.265508842468262,-5.265508842468262,0.0,22.0,22.0,2026,Anthony Steinhoff,WIU,sa3060662,,/players/anthony-steinhoff/sa3060662/stats/pitching,293,Western Illinois University ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,27.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.017340946197509588,0.017340946197509588,1.0,,,2026,Spencer Stephens,NAVY,sa3060668,,/players/spencer-stephens/sa3060668/stats/pitching,163,U.S. Naval Academy ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.5,0.0,3.0,0.0,0.5,0.0,0.16666667,0.5,0.33333333,1.0,0.5721652030944826,-0.5721652030944826,0.5,22.0,22.0,2026,Dylan Story,HPU,sa3060678,,/players/dylan-story/sa3060678/stats/pitching,95,High Point University ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,0.0,1.0,0.0,0.2,0.0,0.25,1.0,0.33333333,1.0,5.265508842468262,-5.265508842468262,0.2,,,2026,Karsten Stotlar,WIU,sa3060679,,/players/karsten-stotlar/sa3060679/stats/pitching,293,Western Illinois University ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,9.0,9.0,1.0,0.0,0.2,0.2,0.0,1.0,0.0,1.0,5.265508842468262,-5.265508842468262,0.0,,,2026,Sage Stout,USI,sa3060680,,/players/sage-stout/sa3060680/stats/pitching,240,University of Southern Indiana ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,0.0,1.0,0.0,0.2,0.0,0.25,1.0,0.33333333,1.0,5.758942794799805,-5.758942794799805,0.2,,,2026,Trevor Stowe,WSU,sa3060681,,/players/trevor-stowe/sa3060681/stats/pitching,292,Washington State University ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,22.5,0.0,5.0,0.0,0.83333333,0.0,0.0,0.0,0.0,1.0,-1.494127559661865,1.494127559661865,0.83333333,20.0,20.0,2026,Chase Swift,VT,sa3060705,,/players/chase-swift/sa3060705/stats/pitching,288,Virginia Polytechnic Institute & State University ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.2,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.74999979883433,0.0,2.0,0.0,0.18181818,0.0,0.27272727,1.1249999664723882,0.33333333,1.0,2.1362297505140293,-2.1362297505140293,0.18181818,,,2026,Cameron Teper,CBU,sa3060730,,/players/cameron-teper/sa3060730/stats/pitching,39,California Babtist University,2026-02-16T17:25:50.682125
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,18.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,5.4,1.8,3.0,0.0,0.16666667,0.05555556,0.11764706,0.6,0.14285714,1.0,3.982056713104248,-3.982056713104248,0.11111111,,,2026,Harrison Thayer,RGV,sa3060732,,/players/harrison-thayer/sa3060732/stats/pitching,268,University of Texas Rio Grande Valley,2026-02-16T17:25:50.682125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,18.0,9.0,2.0,0.0,0.4,0.2,0.25,2.0,0.5,1.0,3.4506399154663088,-3.4506399154663088,0.2,22.0,22.0,2026,Braylen Timmins,TXST,sa3060757,,/players/braylen-timmins/sa3060757/stats/pitching,264,Texas State University San Marcos ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666667,0.5,0.16666667,1.0,3.9519230842590334,-3.9519230842590334,0.0,22.0,22.0,2026,Austin Tommasini,SAM,sa3060766,,/players/austin-tommasini/sa3060766/stats/pitching,221,Samford University ,2026-02-16T17:25:50.682125
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,3.0,2.0,0.0,0.18181818,0.09090909,0.0,0.3333333333333333,0.0,0.0,3.1226137797037765,-3.1226137797037765,0.09090909,20.0,20.0,2026,Bryce Turner,FIU,sa3060794,,/players/bryce-turner/sa3060794/stats/pitching,76,Florida International University ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,18.0,18.0,1.0,0.0,0.33333333,0.33333333,0.25,3.0,0.5,0.66666667,7.464837265014649,-7.464837265014649,0.0,,,2026,Anthony Unga,CREI,sa3060805,,/players/anthony-unga/sa3060805/stats/pitching,56,Creighton University ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,2.0,0.0,0.2,0.0,0.2,0.6666666666666666,0.25,1.0,2.302896372477214,-2.302896372477214,0.2,,,2026,Niko Urquidi,CBU,sa3060807,,/players/niko-urquidi/sa3060807/stats/pitching,39,California Babtist University,2026-02-16T17:25:50.682125
0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,4.1,17.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,12.461538004451972,4.15384600148399,3.0,0.0,0.35294118,0.11764706,0.13333333,0.9230768892186646,0.22222222,1.0,2.4564602772865056,-2.4564602772865056,0.23529412,20.0,20.0,2026,Alex Valentin,SC,sa3060813,,/players/alex-valentin/sa3060813/stats/pitching,231,University of South Carolina Columbia ,2026-02-16T17:25:50.682125
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.1,21.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,10.124999698251495,1.6874999497085825,6.0,0.0,0.28571429,0.04761905,0.21052632,0.9374999720603235,0.30769231,1.0,2.716075644642114,-2.716075644642114,0.23809524,20.0,20.0,2026,Tomas Valincius,MSST,sa3060815,,/players/tomas-valincius/sa3060815/stats/pitching,155,Mississippi State University ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,13.49999959766866,13.49999959766866,1.0,0.0,0.25,0.25,0.33333333,2.9999999105930355,0.5,1.0,5.341075566411019,-5.341075566411019,0.0,,,2026,Juan Villarreal,MIZ,sa3060845,,/players/juan-villarreal/sa3060845/stats/pitching,157,University of Missouri Columbia ,2026-02-16T17:25:50.682125
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,25.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,10.285714285714286,1.2857142857142858,8.0,0.0,0.32,0.04,0.04347826,0.2857142857142857,0.06666667,0.66666667,2.4125041825430733,-2.4125041825430733,0.28,,,2026,Dylan Volantis,TEX,sa3060847,,/players/dylan-volantis/sa3060847/stats/pitching,265,University of Texas at Austin ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.2,24.0,5.0,6.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,4.764706015999345,6.352941354665794,0.75,1.5882353386664485,0.125,0.16666667,0.25,1.5882353386664485,0.25,0.39473684,6.925106473612541,-6.925106473612541,-0.04166667,20.0,20.0,2026,Wade Walton,HPU,sa3060867,,/players/wade-walton/sa3060867/stats/pitching,95,High Point University ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.473160934448242,-4.473160934448242,0.0,21.0,21.0,2026,Oliver Ward,BELL,sa3060870,,/players/oliver-ward/sa3060870/stats/pitching,23,Bellarmine University ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,16.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,11.25,2.25,5.0,0.0,0.3125,0.0625,0.13333333,0.75,0.2,0.33333333,1.755872440338135,-1.755872440338135,0.25,,,2026,Parker Warner,STAN,sa3060872,,/players/parker-warner/sa3060872/stats/pitching,250,Stanford University ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,9.0,9.0,1.0,0.0,0.2,0.2,0.25,2.0,0.33333333,1.0,4.841075611114502,-4.841075611114502,0.0,22.0,22.0,2026,Landon Waters,MISS,sa3060877,,/players/landon-waters/sa3060877/stats/batting,154,University of Mississippi ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.2,8.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,5.4000001287460355,10.800000257492071,0.5,0.0,0.125,0.25,0.16666667,1.8000000429153453,0.2,1.0,6.8506399726867695,-6.8506399726867695,-0.125,21.0,21.0,2026,Reyn Watson,APP,sa3060880,,/players/reyn-watson/sa3060880/stats/pitching,10,Appalachian State University ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,20.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,7.0,12.6,1.8,7.0,0.0,0.35,0.05,0.05882353,0.4,0.1,0.75,3.265508842468262,-3.265508842468262,0.3,,,2026,Landon Waugh,MORE,sa3060885,,/players/landon-waugh/sa3060885/stats/pitching,160,Morehead State University ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,22.5,4.5,5.0,0.0,0.625,0.125,0.14285714,1.0,0.5,1.0,-0.04405288696289045,0.04405288696289045,0.5,,,2026,Dylan Weekly,NMSU,sa3060895,,/players/dylan-weekly/sa3060895/stats/pitching,169,New Mexico State University ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,0.0,4.0,0.0,0.66666667,0.0,0.0,0.0,0.0,1.0,0.47316093444824237,-0.47316093444824237,0.66666667,,,2026,Davis Williams,WES,sa3060927,,/players/davis-williams/sa3060927/stats/pitching,312,University of West Georgia ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.1,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.8571429885163644,7.714285977032729,0.5,0.0,0.1,0.2,0.0,0.8571428863369699,0.0,1.0,8.248473757140493,-8.248473757140493,-0.1,,,2026,Will Youngman,FAIR,sa3060994,,/players/will-youngman/sa3060994/stats/pitching,72,Fairfield University ,2026-02-16T17:25:50.682125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.2,8.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.4000001287460355,5.4000001287460355,1.0,0.0,0.125,0.125,0.28571429,1.8000000429153453,0.33333333,1.0,4.586403193473816,-4.586403193473816,0.0,23.0,23.0,2026,Kai Yovanovich,SF,sa3060995,,/players/kai-yovanovich/sa3060995/stats/pitching,223,University of San Francisco ,2026-02-16T17:25:50.682125
