Season,Name,Conference,W,L,T,PCT
2017,Northern Ky.,Horizon League,25.0,33.0,0.0,0.431
2018,Northern Ky.,Horizon League,14.0,39.0,0.0,0.264
2019,Northern Ky.,Horizon League,15.0,42.0,0.0,0.263
2021,Northern Ky.,Horizon League,17.0,31.0,0.0,0.354
2022,Northern Ky.,Horizon League,19.0,35.0,0.0,0.352
2023,Northern Ky.,Horizon League,30.0,27.0,0.0,0.526
2024,Northern Ky.,Horizon League,35.0,24.0,0.0,0.593
2025,Northern Ky.,Horizon League,31.0,25.0,0.0,0.5535714285714286
2017,Northwestern,Big Ten,27.0,30.0,0.0,0.474
2018,Northwestern,Big Ten,17.0,32.0,0.0,0.347
2019,Northwestern,Big Ten,24.0,27.0,0.0,0.471
2021,Northwestern,Big Ten,15.0,21.0,0.0,0.417
2022,Northwestern,Big Ten,24.0,27.0,0.0,0.471
2023,Northwestern,Big Ten,10.0,40.0,0.0,0.2
2024,Northwestern,Big Ten,18.0,34.0,0.0,0.346
2025,Northwestern,Big Ten,25.0,27.0,0.0,0.4807692307692308
2017,Northwestern St.,Southland,20.0,34.0,0.0,0.37
2018,Northwestern St.,Southland,38.0,24.0,0.0,0.613
2019,Northwestern St.,Southland,30.0,25.0,0.0,0.545
2021,Northwestern St.,Southland,27.0,26.0,0.0,0.509
2022,Northwestern St.,Southland,25.0,29.0,0.0,0.463
2023,Northwestern St.,Southland,29.0,27.0,0.0,0.518
2024,Northwestern St.,Southland,22.0,33.0,0.0,0.4
2025,Northwestern St.,Southland,35.0,21.0,0.0,0.625
2017,Notre Dame,ACC,26.0,32.0,0.0,0.448
2018,Notre Dame,ACC,24.0,30.0,0.0,0.444
2019,Notre Dame,ACC,24.0,30.0,0.0,0.444
2021,Notre Dame,ACC,34.0,13.0,0.0,0.723
2022,Notre Dame,ACC,41.0,17.0,0.0,0.707
2023,Notre Dame,ACC,30.0,24.0,0.0,0.556
2024,Notre Dame,ACC,27.0,25.0,0.0,0.519
2025,Notre Dame,ACC,32.0,21.0,0.0,0.6037735849056604
2017,Oakland,Horizon League,17.0,40.0,0.0,0.298
2018,Oakland,Horizon League,15.0,32.0,0.0,0.319
2019,Oakland,Horizon League,11.0,37.0,0.0,0.229
2021,Oakland,Horizon League,18.0,29.0,0.0,0.383
2022,Oakland,Horizon League,31.0,27.0,0.0,0.534
2023,Oakland,Horizon League,29.0,31.0,0.0,0.483
2024,Oakland,Horizon League,31.0,27.0,0.0,0.534
2025,Oakland,Horizon League,19.0,41.0,0.0,0.31666666666666665
2017,Ohio,Mid-American,31.0,28.0,0.0,0.525
2018,Ohio,Mid-American,21.0,32.0,0.0,0.396
2019,Ohio,Mid-American,20.0,34.0,0.0,0.37
2021,Ohio,Mid-American,28.0,25.0,0.0,0.528
2022,Ohio,Mid-American,29.0,24.0,0.0,0.547
2023,Ohio,Mid-American,19.0,30.0,0.0,0.388
2024,Ohio,Mid-American,18.0,32.0,0.0,0.36
2025,Ohio,Mid-American,14.0,37.0,0.0,0.27450980392156865
2017,Ohio St.,Big Ten,22.0,34.0,0.0,0.393
2018,Ohio St.,Big Ten,36.0,24.0,0.0,0.6
2019,Ohio St.,Big Ten,36.0,27.0,0.0,0.571
2021,Ohio St.,Big Ten,22.0,20.0,0.0,0.524
2022,Ohio St.,Big Ten,21.0,30.0,0.0,0.412
2023,Ohio St.,Big Ten,31.0,25.0,0.0,0.554
2024,Ohio St.,Big Ten,29.0,26.0,0.0,0.527
2025,Ohio St.,Big Ten,13.0,37.0,0.0,0.26
2017,Oklahoma,SEC,35.0,24.0,0.0,0.593
2018,Oklahoma,SEC,38.0,25.0,0.0,0.603
2019,Oklahoma,SEC,33.0,23.0,0.0,0.589
2021,Oklahoma,SEC,27.0,28.0,0.0,0.491
2022,Oklahoma,SEC,45.0,24.0,0.0,0.652
2023,Oklahoma,SEC,32.0,28.0,0.0,0.533
2024,Oklahoma,SEC,40.0,21.0,0.0,0.656
2025,Oklahoma,SEC,38.0,22.0,0.0,0.6333333333333333
2017,Oklahoma St.,Big 12,30.0,27.0,0.0,0.526
2018,Oklahoma St.,Big 12,31.0,26.0,1.0,0.543
2019,Oklahoma St.,Big 12,40.0,21.0,0.0,0.656
2021,Oklahoma St.,Big 12,36.0,19.0,1.0,0.652
2022,Oklahoma St.,Big 12,42.0,22.0,0.0,0.656
2023,Oklahoma St.,Big 12,41.0,20.0,0.0,0.672
2024,Oklahoma St.,Big 12,42.0,19.0,0.0,0.689
2025,Oklahoma St.,Big 12,30.0,25.0,0.0,0.5454545454545454
2017,Old Dominion,Sun Belt,37.0,21.0,0.0,0.638
2018,Old Dominion,Sun Belt,15.0,37.0,0.0,0.288
2019,Old Dominion,Sun Belt,35.0,21.0,0.0,0.625
2021,Old Dominion,Sun Belt,44.0,16.0,0.0,0.733
2022,Old Dominion,Sun Belt,41.0,17.0,0.0,0.707
2023,Old Dominion,Sun Belt,32.0,23.0,0.0,0.582
2024,Old Dominion,Sun Belt,31.0,26.0,0.0,0.544
2025,Old Dominion,Sun Belt,22.0,31.0,0.0,0.41509433962264153
2017,Ole Miss,SEC,32.0,25.0,0.0,0.561
2018,Ole Miss,SEC,48.0,17.0,0.0,0.738
2019,Ole Miss,SEC,41.0,27.0,0.0,0.603
2021,Ole Miss,SEC,45.0,22.0,0.0,0.672
2022,Ole Miss,SEC,42.0,23.0,0.0,0.646
2023,Ole Miss,SEC,25.0,29.0,0.0,0.463
2024,Ole Miss,SEC,27.0,29.0,0.0,0.482
2025,Ole Miss,SEC,43.0,21.0,0.0,0.671875
2017,Omaha,Summit League,12.0,40.0,0.0,0.231
2018,Omaha,Summit League,15.0,35.0,0.0,0.3
2019,Omaha,Summit League,31.0,24.0,1.0,0.563
2021,Omaha,Summit League,22.0,25.0,0.0,0.468
2022,Omaha,Summit League,26.0,31.0,0.0,0.456
2023,Omaha,Summit League,21.0,28.0,0.0,0.429
2024,Omaha,Summit League,18.0,32.0,1.0,0.363
2025,Omaha,Summit League,20.0,30.0,0.0,0.4
2017,Oral Roberts,Summit League,43.0,16.0,0.0,0.729
2018,Oral Roberts,Summit League,38.0,20.0,0.0,0.655
2019,Oral Roberts,Summit League,29.0,26.0,0.0,0.527
2021,Oral Roberts,Summit League,31.0,23.0,0.0,0.574
2022,Oral Roberts,Summit League,38.0,20.0,0.0,0.655
2023,Oral Roberts,Summit League,52.0,14.0,0.0,0.788
2024,Oral Roberts,Summit League,27.0,32.0,1.0,0.458
2025,Oral Roberts,Summit League,37.0,22.0,0.0,0.6271186440677966
2017,Oregon,Big Ten,30.0,25.0,0.0,0.545
2018,Oregon,Big Ten,26.0,29.0,0.0,0.473
2019,Oregon,Big Ten,27.0,29.0,0.0,0.482
2021,Oregon,Big Ten,39.0,16.0,0.0,0.709
2022,Oregon,Big Ten,36.0,25.0,0.0,0.59
2023,Oregon,Big Ten,41.0,22.0,0.0,0.651
2024,Oregon,Big Ten,40.0,20.0,0.0,0.667
2025,Oregon,Big Ten,42.0,16.0,0.0,0.7241379310344828
2017,Oregon St.,DI Independent,56.0,6.0,0.0,0.903
2018,Oregon St.,DI Independent,55.0,12.0,1.0,0.816
2019,Oregon St.,DI Independent,36.0,20.0,1.0,0.64
2021,Oregon St.,DI Independent,37.0,24.0,0.0,0.607
2022,Oregon St.,DI Independent,48.0,18.0,0.0,0.727
2023,Oregon St.,DI Independent,41.0,20.0,0.0,0.672
2024,Oregon St.,DI Independent,45.0,16.0,0.0,0.738
2025,Oregon St.,DI Independent,48.0,16.0,1.0,0.75
2017,Pacific,West Coast,18.0,35.0,0.0,0.34
2018,Pacific,West Coast,22.0,29.0,0.0,0.431
2019,Pacific,West Coast,23.0,26.0,0.0,0.469
2021,Pacific,West Coast,17.0,34.0,0.0,0.333
2022,Pacific,West Coast,14.0,38.0,0.0,0.269
2023,Pacific,West Coast,14.0,35.0,0.0,0.286
2024,Pacific,West Coast,11.0,44.0,0.0,0.2
2025,Pacific,West Coast,20.0,36.0,0.0,0.35714285714285715
2017,Penn,Ivy League,23.0,22.0,0.0,0.511
2018,Penn,Ivy League,16.0,25.0,1.0,0.393
2019,Penn,Ivy League,23.0,18.0,0.0,0.561
2021,Penn,Ivy League,6.0,8.0,0.0,0.429
2022,Penn,Ivy League,33.0,15.0,0.0,0.688
2023,Penn,Ivy League,34.0,16.0,0.0,0.68
2024,Penn,Ivy League,24.0,25.0,0.0,0.49
2025,Penn,Ivy League,21.0,20.0,0.0,0.5121951219512195
2017,Penn St.,Big Ten,18.0,37.0,0.0,0.327
2018,Penn St.,Big Ten,15.0,34.0,0.0,0.306
2019,Penn St.,Big Ten,22.0,27.0,0.0,0.449
2021,Penn St.,Big Ten,18.0,24.0,0.0,0.429
2022,Penn St.,Big Ten,26.0,29.0,0.0,0.473
2023,Penn St.,Big Ten,25.0,25.0,0.0,0.5
2024,Penn St.,Big Ten,29.0,24.0,0.0,0.547
2025,Penn St.,Big Ten,33.0,23.0,0.0,0.5892857142857143
2017,Pepperdine,West Coast,20.0,32.0,0.0,0.385
2018,Pepperdine,West Coast,30.0,24.0,1.0,0.555
2019,Pepperdine,West Coast,24.0,25.0,0.0,0.49
2021,Pepperdine,West Coast,20.0,25.0,0.0,0.444
2022,Pepperdine,West Coast,24.0,26.0,0.0,0.48
2023,Pepperdine,West Coast,19.0,30.0,0.0,0.388
2024,Pepperdine,West Coast,15.0,38.0,0.0,0.283
2025,Pepperdine,West Coast,,,,
2017,Pittsburgh,ACC,23.0,30.0,0.0,0.434
2018,Pittsburgh,ACC,29.0,26.0,0.0,0.527
2019,Pittsburgh,ACC,21.0,34.0,0.0,0.382
2021,Pittsburgh,ACC,23.0,20.0,0.0,0.535
2022,Pittsburgh,ACC,29.0,27.0,0.0,0.518
2023,Pittsburgh,ACC,24.0,31.0,0.0,0.436
2024,Pittsburgh,ACC,26.0,29.0,0.0,0.473
2025,Pittsburgh,ACC,28.0,27.0,0.0,0.509090909090909
2017,Portland,West Coast,10.0,41.0,1.0,0.202
2018,Portland,West Coast,23.0,30.0,0.0,0.434
2019,Portland,West Coast,25.0,27.0,0.0,0.481
2021,Portland,West Coast,24.0,26.0,0.0,0.48
2022,Portland,West Coast,32.0,23.0,0.0,0.582
2023,Portland,West Coast,31.0,23.0,0.0,0.574
2024,Portland,West Coast,37.0,19.0,0.0,0.661
2025,Portland,West Coast,22.0,30.0,0.0,0.4230769230769231
2017,Prairie View,SWAC,20.0,37.0,0.0,0.351
2018,Prairie View,SWAC,14.0,40.0,0.0,0.259
2019,Prairie View,SWAC,18.0,35.0,0.0,0.34
2021,Prairie View,SWAC,14.0,18.0,0.0,0.438
2022,Prairie View,SWAC,30.0,27.0,0.0,0.526
2023,Prairie View,SWAC,20.0,37.0,0.0,0.351
2024,Prairie View,SWAC,29.0,26.0,0.0,0.527
2025,Prairie View,SWAC,17.0,36.0,0.0,0.32075471698113206
2017,Presbyterian,Big South,32.0,29.0,0.0,0.525
2018,Presbyterian,Big South,15.0,39.0,0.0,0.278
2019,Presbyterian,Big South,30.0,29.0,0.0,0.508
2021,Presbyterian,Big South,22.0,23.0,0.0,0.489
2022,Presbyterian,Big South,22.0,32.0,0.0,0.407
2023,Presbyterian,Big South,21.0,34.0,0.0,0.382
2024,Presbyterian,Big South,29.0,27.0,0.0,0.518
2025,Presbyterian,Big South,17.0,35.0,0.0,0.3269230769230769
2017,Princeton,Ivy League,12.0,28.0,1.0,0.305
2018,Princeton,Ivy League,10.0,27.0,0.0,0.27
2019,Princeton,Ivy League,14.0,26.0,0.0,0.35
2022,Princeton,Ivy League,7.0,33.0,0.0,0.175
2023,Princeton,Ivy League,24.0,23.0,0.0,0.511
2024,Princeton,Ivy League,18.0,26.0,0.0,0.409
2025,Princeton,Ivy League,,,,
2017,Purdue,Big Ten,29.0,27.0,0.0,0.518
2018,Purdue,Big Ten,38.0,21.0,0.0,0.644
2019,Purdue,Big Ten,20.0,34.0,0.0,0.37
2021,Purdue,Big Ten,16.0,26.0,0.0,0.381
2022,Purdue,Big Ten,29.0,21.0,0.0,0.58
2023,Purdue,Big Ten,24.0,29.0,0.0,0.453
2024,Purdue,Big Ten,33.0,24.0,0.0,0.579
2025,Purdue,Big Ten,31.0,23.0,0.0,0.5740740740740741
2017,Purdue Fort Wayne,Horizon League,9.0,43.0,0.0,0.173
2018,Purdue Fort Wayne,Horizon League,11.0,37.0,0.0,0.229
2019,Purdue Fort Wayne,Horizon League,7.0,45.0,0.0,0.135
2021,Purdue Fort Wayne,Horizon League,11.0,35.0,0.0,0.239
2022,Purdue Fort Wayne,Horizon League,18.0,36.0,0.0,0.333
2023,Purdue Fort Wayne,Horizon League,13.0,43.0,0.0,0.232
2024,Purdue Fort Wayne,Horizon League,19.0,37.0,0.0,0.339
2025,Purdue Fort Wayne,Horizon League,,,,
2017,Quinnipiac,Metro Atlantic,18.0,32.0,0.0,0.36
2018,Quinnipiac,Metro Atlantic,26.0,30.0,0.0,0.464
2019,Quinnipiac,Metro Atlantic,30.0,29.0,0.0,0.508
2021,Quinnipiac,Metro Atlantic,7.0,21.0,0.0,0.25
2022,Quinnipiac,Metro Atlantic,15.0,33.0,0.0,0.313
2023,Quinnipiac,Metro Atlantic,30.0,26.0,0.0,0.536
2024,Quinnipiac,Metro Atlantic,20.0,30.0,0.0,0.4
2025,Quinnipiac,Metro Atlantic,29.0,26.0,1.0,0.5272727272727272
2017,Radford,Big South,27.0,32.0,0.0,0.458
2018,Radford,Big South,25.0,32.0,0.0,0.439
2019,Radford,Big South,30.0,27.0,0.0,0.526
2021,Radford,Big South,23.0,23.0,0.0,0.5
2022,Radford,Big South,15.0,33.0,0.0,0.313
2023,Radford,Big South,10.0,45.0,0.0,0.182
2024,Radford,Big South,16.0,34.0,0.0,0.32
2025,Radford,Big South,28.0,28.0,0.0,0.5
2017,Rhode Island,Atlantic 10,31.0,22.0,0.0,0.585
2018,Rhode Island,Atlantic 10,24.0,27.0,0.0,0.471
2019,Rhode Island,Atlantic 10,24.0,29.0,0.0,0.453
2021,Rhode Island,Atlantic 10,28.0,26.0,1.0,0.518
2022,Rhode Island,Atlantic 10,20.0,35.0,0.0,0.364
2023,Rhode Island,Atlantic 10,23.0,29.0,0.0,0.442
2024,Rhode Island,Atlantic 10,19.0,28.0,0.0,0.404
2025,Rhode Island,Atlantic 10,38.0,22.0,0.0,0.6333333333333333
2017,Rice,American Athletic,33.0,31.0,0.0,0.516
2018,Rice,American Athletic,26.0,31.0,2.0,0.458
2019,Rice,American Athletic,26.0,33.0,0.0,0.441
2021,Rice,American Athletic,23.0,29.0,1.0,0.443
2022,Rice,American Athletic,17.0,39.0,0.0,0.304
2023,Rice,American Athletic,21.0,37.0,0.0,0.362
2024,Rice,American Athletic,23.0,36.0,0.0,0.39
2025,Rice,American Athletic,17.0,40.0,0.0,0.2982456140350877
2017,Richmond,Atlantic 10,17.0,36.0,0.0,0.321
2018,Richmond,Atlantic 10,32.0,24.0,0.0,0.571
2019,Richmond,Atlantic 10,28.0,25.0,1.0,0.528
2021,Richmond,Atlantic 10,19.0,17.0,0.0,0.528
2022,Richmond,Atlantic 10,30.0,26.0,0.0,0.536
2023,Richmond,Atlantic 10,27.0,28.0,0.0,0.491
2024,Richmond,Atlantic 10,27.0,32.0,0.0,0.458
2025,Richmond,Atlantic 10,33.0,19.0,0.0,0.6346153846153846
2017,Rider,Metro Atlantic,24.0,28.0,1.0,0.462
2018,Rider,Metro Atlantic,12.0,35.0,0.0,0.255
2019,Rider,Metro Atlantic,17.0,36.0,0.0,0.321
2021,Rider,Metro Atlantic,23.0,18.0,0.0,0.561
2022,Rider,Metro Atlantic,28.0,26.0,0.0,0.519
2023,Rider,Metro Atlantic,36.0,21.0,0.0,0.632
2024,Rider,Metro Atlantic,28.0,23.0,0.0,0.549
2025,Rider,Metro Atlantic,34.0,18.0,0.0,0.6538461538461539
2017,Rutgers,Big Ten,19.0,34.0,0.0,0.358
2018,Rutgers,Big Ten,25.0,25.0,0.0,0.5
2019,Rutgers,Big Ten,20.0,31.0,0.0,0.392
2021,Rutgers,Big Ten,21.0,23.0,0.0,0.477
2022,Rutgers,Big Ten,44.0,15.0,0.0,0.746
2023,Rutgers,Big Ten,33.0,23.0,0.0,0.589
2024,Rutgers,Big Ten,28.0,25.0,0.0,0.528
2025,Rutgers,Big Ten,29.0,28.0,0.0,0.5087719298245614
2017,SFA,Southland,29.0,28.0,0.0,0.509
2018,SFA,Southland,17.0,36.0,0.0,0.321
2019,SFA,Southland,25.0,33.0,0.0,0.431
2021,SFA,Southland,20.0,31.0,0.0,0.392
2022,SFA,Southland,15.0,37.0,0.0,0.288
2023,SFA,Southland,22.0,28.0,0.0,0.44
2024,SFA,Southland,10.0,44.0,0.0,0.185
2025,SFA,Southland,18.0,31.0,0.0,0.3673469387755102
2017,SIUE,Ohio Valley,23.0,29.0,0.0,0.442
2018,SIUE,Ohio Valley,15.0,37.0,0.0,0.288
2019,SIUE,Ohio Valley,19.0,32.0,0.0,0.373
2021,SIUE,Ohio Valley,23.0,27.0,0.0,0.46
2022,SIUE,Ohio Valley,27.0,28.0,0.0,0.491
2023,SIUE,Ohio Valley,26.0,28.0,0.0,0.481
2024,SIUE,Ohio Valley,21.0,34.0,1.0,0.384
2025,SIUE,Ohio Valley,26.0,28.0,0.0,0.48148148148148145
2017,Sacramento St.,WAC,32.0,29.0,0.0,0.525
2018,Sacramento St.,WAC,35.0,25.0,0.0,0.583
2019,Sacramento St.,WAC,40.0,25.0,0.0,0.615
2021,Sacramento St.,WAC,35.0,22.0,0.0,0.614
2022,Sacramento St.,WAC,32.0,26.0,0.0,0.552
2023,Sacramento St.,WAC,30.0,26.0,0.0,0.536
2024,Sacramento St.,WAC,26.0,31.0,0.0,0.456
2025,Sacramento St.,WAC,32.0,26.0,0.0,0.5517241379310345
2017,Sacred Heart,Metro Atlantic,23.0,36.0,0.0,0.39
2018,Sacred Heart,Metro Atlantic,17.0,35.0,0.0,0.327
2019,Sacred Heart,Metro Atlantic,19.0,34.0,1.0,0.361
2021,Sacred Heart,Metro Atlantic,23.0,25.0,0.0,0.479
2022,Sacred Heart,Metro Atlantic,12.0,41.0,0.0,0.226
2023,Sacred Heart,Metro Atlantic,28.0,30.0,0.0,0.483
2024,Sacred Heart,Metro Atlantic,35.0,23.0,0.0,0.603
2025,Sacred Heart,Metro Atlantic,28.0,26.0,0.0,0.5185185185185185
2017,Saint Joseph's,Atlantic 10,21.0,25.0,0.0,0.457
2018,Saint Joseph's,Atlantic 10,21.0,27.0,0.0,0.438
2019,Saint Joseph's,Atlantic 10,21.0,28.0,0.0,0.429
2021,Saint Joseph's,Atlantic 10,21.0,19.0,0.0,0.525
2022,Saint Joseph's,Atlantic 10,29.0,25.0,0.0,0.537
2023,Saint Joseph's,Atlantic 10,28.0,24.0,1.0,0.538
2024,Saint Joseph's,Atlantic 10,29.0,26.0,0.0,0.527
2025,Saint Joseph's,Atlantic 10,24.0,28.0,0.0,0.46153846153846156
2017,Saint Louis,Atlantic 10,35.0,22.0,0.0,0.614
2018,Saint Louis,Atlantic 10,38.0,20.0,0.0,0.655
2019,Saint Louis,Atlantic 10,25.0,30.0,0.0,0.455
2021,Saint Louis,Atlantic 10,17.0,31.0,0.0,0.354
2022,Saint Louis,Atlantic 10,29.0,24.0,0.0,0.547
2023,Saint Louis,Atlantic 10,33.0,23.0,0.0,0.589
2024,Saint Louis,Atlantic 10,37.0,16.0,0.0,0.698
2025,Saint Louis,Atlantic 10,33.0,26.0,0.0,0.559322033898305
2017,Saint Mary's (CA),West Coast,37.0,20.0,0.0,0.649
2018,Saint Mary's (CA),West Coast,31.0,23.0,0.0,0.574
2019,Saint Mary's (CA),West Coast,35.0,22.0,0.0,0.614
2021,Saint Mary's (CA),West Coast,25.0,26.0,0.0,0.49
2022,Saint Mary's (CA),West Coast,25.0,30.0,0.0,0.455
2023,Saint Mary's (CA),West Coast,23.0,28.0,0.0,0.451
2024,Saint Mary's (CA),West Coast,34.0,22.0,0.0,0.607
2025,Saint Mary's (CA),West Coast,36.0,26.0,0.0,0.5806451612903226
2017,Saint Peter's,Metro Atlantic,0.0,38.0,0.0,0.0
2018,Saint Peter's,Metro Atlantic,2.0,42.0,0.0,0.045
2019,Saint Peter's,Metro Atlantic,5.0,46.0,0.0,0.098
2021,Saint Peter's,Metro Atlantic,4.0,24.0,0.0,0.143
2022,Saint Peter's,Metro Atlantic,9.0,41.0,0.0,0.18
2023,Saint Peter's,Metro Atlantic,9.0,41.0,0.0,0.18
2024,Saint Peter's,Metro Atlantic,12.0,40.0,0.0,0.231
2025,Saint Peter's,Metro Atlantic,,,,
2017,Sam Houston,Conference USA,44.0,23.0,0.0,0.657
2018,Sam Houston,Conference USA,39.0,20.0,0.0,0.661
2019,Sam Houston,Conference USA,31.0,25.0,0.0,0.554
2021,Sam Houston,Conference USA,30.0,25.0,0.0,0.545
2022,Sam Houston,Conference USA,31.0,25.0,0.0,0.554
2023,Sam Houston,Conference USA,39.0,25.0,0.0,0.609
2024,Sam Houston,Conference USA,34.0,24.0,0.0,0.586
2025,Sam Houston,Conference USA,,,,
2017,Samford,Southern Conference,33.0,26.0,0.0,0.559
2018,Samford,Southern Conference,37.0,26.0,0.0,0.587
2019,Samford,Southern Conference,41.0,19.0,0.0,0.683
2021,Samford,Southern Conference,35.0,24.0,0.0,0.593
2022,Samford,Southern Conference,28.0,29.0,0.0,0.491
2023,Samford,Southern Conference,37.0,25.0,0.0,0.597
2024,Samford,Southern Conference,36.0,22.0,0.0,0.621
2025,Samford,Southern Conference,30.0,27.0,0.0,0.5263157894736842
2017,San Diego,West Coast,35.0,18.0,1.0,0.657
2018,San Diego,West Coast,23.0,32.0,0.0,0.418
2019,San Diego,West Coast,32.0,21.0,0.0,0.604
2021,San Diego,West Coast,33.0,12.0,0.0,0.733
2022,San Diego,West Coast,37.0,20.0,0.0,0.649
2023,San Diego,West Coast,24.0,25.0,1.0,0.49
2024,San Diego,West Coast,41.0,15.0,0.0,0.732
2025,San Diego,West Coast,28.0,30.0,0.0,0.4827586206896552
2017,San Diego St.,Mountain West,42.0,21.0,0.0,0.667
2018,San Diego St.,Mountain West,39.0,21.0,0.0,0.65
2019,San Diego St.,Mountain West,32.0,25.0,0.0,0.561
2021,San Diego St.,Mountain West,30.0,16.0,0.0,0.652
2022,San Diego St.,Mountain West,18.0,38.0,0.0,0.321
2023,San Diego St.,Mountain West,24.0,29.0,0.0,0.453
2024,San Diego St.,Mountain West,17.0,37.0,0.0,0.315
2025,San Diego St.,Mountain West,20.0,39.0,0.0,0.3389830508474576
2017,San Francisco,West Coast,29.0,28.0,0.0,0.509
2018,San Francisco,West Coast,28.0,30.0,0.0,0.483
2019,San Francisco,West Coast,30.0,26.0,0.0,0.536
2021,San Francisco,West Coast,25.0,28.0,0.0,0.472
2022,San Francisco,West Coast,28.0,29.0,0.0,0.491
2023,San Francisco,West Coast,18.0,29.0,0.0,0.383
2024,San Francisco,West Coast,21.0,34.0,0.0,0.382
2025,San Francisco,West Coast,26.0,30.0,0.0,0.4642857142857143
2017,San Jose St.,Mountain West,19.0,35.0,1.0,0.355
2018,San Jose St.,Mountain West,27.0,30.0,0.0,0.474
2019,San Jose St.,Mountain West,20.0,34.0,0.0,0.37
2021,San Jose St.,Mountain West,6.0,30.0,0.0,0.167
2022,San Jose St.,Mountain West,30.0,29.0,0.0,0.508
2023,San Jose St.,Mountain West,31.0,27.0,0.0,0.534
2024,San Jose St.,Mountain West,24.0,33.0,0.0,0.421
2025,San Jose St.,Mountain West,29.0,30.0,0.0,0.4915254237288136
2017,Santa Clara,West Coast,13.0,40.0,0.0,0.245
2018,Santa Clara,West Coast,26.0,26.0,0.0,0.5
2019,Santa Clara,West Coast,12.0,40.0,0.0,0.231
2021,Santa Clara,West Coast,18.0,33.0,0.0,0.353
2022,Santa Clara,West Coast,24.0,29.0,0.0,0.453
2023,Santa Clara,West Coast,36.0,20.0,0.0,0.643
2024,Santa Clara,West Coast,26.0,26.0,0.0,0.5
2025,Santa Clara,West Coast,20.0,30.0,0.0,0.4
2017,Savannah St.,MEAC,12.0,39.0,0.0,0.235
2018,Savannah St.,MEAC,7.0,34.0,0.0,0.171
2019,Savannah St.,MEAC,13.0,27.0,1.0,0.329
2017,Seattle U,WAC,20.0,35.0,1.0,0.366
2018,Seattle U,WAC,34.0,23.0,0.0,0.596
2019,Seattle U,WAC,13.0,39.0,0.0,0.25
2021,Seattle U,WAC,18.0,33.0,0.0,0.353
2022,Seattle U,WAC,16.0,34.0,0.0,0.32
2023,Seattle U,WAC,21.0,32.0,0.0,0.396
2024,Seattle U,WAC,17.0,36.0,0.0,0.321
2025,Seattle U,WAC,20.0,32.0,0.0,0.38461538461538464
2017,Seton Hall,Big East,29.0,24.0,0.0,0.547
2018,Seton Hall,Big East,30.0,20.0,1.0,0.598
2019,Seton Hall,Big East,25.0,28.0,0.0,0.472
2021,Seton Hall,Big East,23.0,25.0,0.0,0.479
2022,Seton Hall,Big East,18.0,35.0,0.0,0.34
2023,Seton Hall,Big East,31.0,24.0,0.0,0.564
2024,Seton Hall,Big East,24.0,30.0,0.0,0.444
2025,Seton Hall,Big East,24.0,30.0,0.0,0.4444444444444444
2017,Siena,Metro Atlantic,20.0,28.0,2.0,0.42
2018,Siena,Metro Atlantic,21.0,35.0,0.0,0.375
2019,Siena,Metro Atlantic,18.0,33.0,0.0,0.353
2021,Siena,Metro Atlantic,15.0,24.0,0.0,0.385
2022,Siena,Metro Atlantic,11.0,37.0,0.0,0.229
2023,Siena,Metro Atlantic,14.0,41.0,0.0,0.255
2024,Siena,Metro Atlantic,12.0,40.0,0.0,0.231
2025,Siena,Metro Atlantic,22.0,32.0,0.0,0.4074074074074074
2017,South Alabama,Sun Belt,40.0,21.0,0.0,0.656
2018,South Alabama,Sun Belt,32.0,25.0,0.0,0.561
2019,South Alabama,Sun Belt,30.0,26.0,0.0,0.536
2021,South Alabama,Sun Belt,36.0,22.0,0.0,0.621
2022,South Alabama,Sun Belt,31.0,23.0,0.0,0.574
2023,South Alabama,Sun Belt,23.0,31.0,0.0,0.426
2024,South Alabama,Sun Belt,31.0,25.0,0.0,0.554
2025,South Alabama,Sun Belt,23.0,28.0,0.0,0.45098039215686275
2017,South Carolina,SEC,35.0,25.0,0.0,0.583
2018,South Carolina,SEC,37.0,26.0,0.0,0.587
2019,South Carolina,SEC,28.0,28.0,0.0,0.5
2021,South Carolina,SEC,34.0,23.0,0.0,0.596
2022,South Carolina,SEC,27.0,28.0,0.0,0.491
2023,South Carolina,SEC,42.0,21.0,0.0,0.667
2024,South Carolina,SEC,37.0,25.0,0.0,0.597
2025,South Carolina,SEC,28.0,29.0,0.0,0.49122807017543857
2017,South Dakota St.,Summit League,26.0,24.0,0.0,0.52
2018,South Dakota St.,Summit League,18.0,32.0,0.0,0.36
2019,South Dakota St.,Summit League,28.0,22.0,0.0,0.56
2021,South Dakota St.,Summit League,15.0,32.0,0.0,0.319
2022,South Dakota St.,Summit League,22.0,23.0,0.0,0.489
2023,South Dakota St.,Summit League,24.0,28.0,0.0,0.462
2024,South Dakota St.,Summit League,20.0,29.0,0.0,0.408
2025,South Dakota St.,Summit League,16.0,36.0,0.0,0.3076923076923077
2017,South Fla.,American Athletic,42.0,19.0,0.0,0.689
2018,South Fla.,American Athletic,36.0,22.0,1.0,0.619
2019,South Fla.,American Athletic,26.0,27.0,0.0,0.491
2021,South Fla.,American Athletic,31.0,30.0,0.0,0.508
2022,South Fla.,American Athletic,28.0,29.0,0.0,0.491
2023,South Fla.,American Athletic,21.0,39.0,0.0,0.35
2024,South Fla.,American Athletic,26.0,29.0,0.0,0.473
